10ID,Angle of View,Aperture,Audio Capability,Audio Compression,Auto-Iris,BIMobject category,BIMobject category code,BIMobject main category,BIMobject main category code,Brand url,C RD Back,C RD Bottom,C RD Front,C RD Left,C RD Right,C RD Top,C Rotation,C Tilt,Design country,Edition number,Field of View,Field of View Horizontal,Field of View Vertical,Finish,Focal Length,Frames per Second,Height,IFC Classification,IR Illumination,Length 1 D,Length 1 L,Length 1 R,Length 1 U,Length 2 D,Length 2 U,Lens,Manufacturer country,Manufacturer name,Masterformat 2014 Code,Masterformat 2014 Description,Min. Illumination,Multiple Streams,Nominal height,Nominal width,OmniClass Code,OmniClass Description,OmniClass 標題,OmniClass 編號,ONVIF,Operating Temperature,Power Consumption,Power Source,Product data url,Product family,Product group,Product Guid,Product SKU,Product url,QR code,RD Back,RD Bottom,RD Front,RD Left,RD Right,RD Top,Region Africa,Region Antarctica,Region Asia,Region Europe,Region Middle East,Region North America,Region Oceania,Region South America,Rotation Desired,Sensor Type,Technical description,Tilt Desired,Uniclass 1.4 Code,Uniclass 1.4 Description,Uniclass 2.0 Code,Uniclass 2.0 Description,Uniclass 2015 Code,Uniclass 2015 Name,Uniformat II Code,Uniformat II Description,UNSPSC Code,URL,Video Compression,Video Resolution,WDR Technology,Weight,Weight Net (Kg),Width,品類,描述,數量,族群,族群與類型,樓層,標註,模型,組合代碼,組合描述,製造商,類型,類型標記
319288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chairs,23.40.20.14.14.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,家具,,1,M_椅-行政,M_椅-行政: M_椅-行政,FL1,,,,,,M_椅-行政,
319353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chairs,23.40.20.14.14.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,家具,,1,M_椅-行政,M_椅-行政: M_椅-行政,FL1,,,,,,M_椅-行政,
319406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chairs,23.40.20.14.14.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,家具,,1,M_椅-行政,M_椅-行政: M_椅-行政,FL1,,,,,,M_椅-行政,
319461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chairs,23.40.20.14.14.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,家具,,1,M_椅-行政,M_椅-行政: M_椅-行政,FL1,,,,,,M_椅-行政,
319500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chairs,23.40.20.14.14.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,家具,,1,M_椅-行政,M_椅-行政: M_椅-行政,FL1,,,,,,M_椅-行政,
319561,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chairs,23.40.20.14.14.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,家具,,1,M_椅-行政,M_椅-行政: M_椅-行政,FL1,,,,,,M_椅-行政,
319616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chairs,23.40.20.14.14.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,家具,,1,M_椅-行政,M_椅-行政: M_椅-行政,FL1,,,,,,M_椅-行政,
319713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chairs,23.40.20.14.14.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,家具,,1,M_椅-行政,M_椅-行政: M_椅-行政,FL1,,,,,,M_椅-行政,
319784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chairs,23.40.20.14.14.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,家具,,1,M_椅-行政,M_椅-行政: M_椅-行政,FL1,,,,,,M_椅-行政,
319869,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chairs,23.40.20.14.14.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,家具,,1,M_椅-行政,M_椅-行政: M_椅-行政,FL1,,,,,,M_椅-行政,
320892,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Filing Cabinets,23.40.20.24.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,家具,,1,M_櫥櫃-5 抽屜,M_櫥櫃-5 抽屜: 0380 x 0457mm,FL1,,,,,,0380 x 0457mm,
321731,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Filing Cabinets,23.40.20.24.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,家具,,1,M_櫥櫃-2 抽屜,M_櫥櫃-2 抽屜: 0380 x 0457mm,FL1,,,,,,0380 x 0457mm,
322360,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Filing Cabinets,23.40.20.24.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,家具,,1,M_櫥櫃-2 抽屜,M_櫥櫃-2 抽屜: 0380 x 0457mm,FL1,,,,,,0380 x 0457mm,
323102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Residential Tables and Cabinets,23.40.20.14.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,家具,,1,M_桌-床頭小桌,M_桌-床頭小桌: 0457 x 0457 x 0610mm,FL1,,,,,,0457 x 0457 x 0610mm,
324394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,家具,,1,M_TV - 平面螢幕,M_TV - 平面螢幕: 0810mm,FL1,,,,,,0810mm,
326331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shelves,23.40.20.27.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,家具,,1,M_擱架,M_擱架: 0915 x 0254 x 1830mm,FL1,,,,,,0915 x 0254 x 1830mm,
326625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shelves,23.40.20.27.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,家具,,1,M_擱架,M_擱架: 0915 x 0254 x 1830mm,FL1,,,,,,0915 x 0254 x 1830mm,
327431,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Filing Cabinets,23.40.20.24.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,家具,,1,M_櫥櫃-4 抽屜,M_櫥櫃-4 抽屜: 0380 x 0457mm,FL1,,,,,,0380 x 0457mm,
327502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Filing Cabinets,23.40.20.24.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,家具,,1,M_櫥櫃-4 抽屜,M_櫥櫃-4 抽屜: 0380 x 0457mm,FL1,,,,,,0380 x 0457mm,
335203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Windows,23.30.20.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,窗,,1,M_窗-推開窗-多-窗框-水平,M_窗-推開窗-多-窗框-水平: 1550 x 1200mm,FL1,1,,B2020100,窗,,1550 x 1200mm,28
335453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Windows,23.30.20.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,窗,,1,M_窗-推開窗-多-窗框-水平,M_窗-推開窗-多-窗框-水平: 1550 x 1200mm,FL1,2,,B2020100,窗,,1550 x 1200mm,28
343705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Doors,23.30.10.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,門,,1,M_門-外部-雙層,M_門-外部-雙層: M_門-外部-雙層,FL1,5,,B2030200,硬質外門,,M_門-外部-雙層,23
344980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Electric Power and Lighting,23.80.00.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,電氣裝置,,1,溫度感應器,溫度感應器: 溫度感應器,FL1,1,,,,,溫度感應器,
345799,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Electric Power and Lighting,23.80.00.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,電氣裝置,,1,溫度感應器,溫度感應器: 溫度感應器,FL1,2,,,,,溫度感應器,
346355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Electric Power and Lighting,23.80.00.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,電氣裝置,,1,溫度感應器,溫度感應器: 溫度感應器,FL1,3,,,,,溫度感應器,
346804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Electric Power and Lighting,23.80.00.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,電氣裝置,,1,溫度感應器,溫度感應器: 溫度感應器,FL1,4,,,,,溫度感應器,
347179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Electric Power and Lighting,23.80.00.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,電氣裝置,,1,溫度感應器,溫度感應器: 溫度感應器,FL1,5,,,,,溫度感應器,
347308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Electric Power and Lighting,23.80.00.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,電氣裝置,,1,溫度感應器,溫度感應器: 溫度感應器,FL1,6,,,,,溫度感應器,
347645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Electric Power and Lighting,23.80.00.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,電氣裝置,,1,溫度感應器,溫度感應器: 溫度感應器,FL1,7,,,,,溫度感應器,
347836,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Electric Power and Lighting,23.80.00.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,電氣裝置,,1,溫度感應器,溫度感應器: 溫度感應器,FL1,8,,,,,溫度感應器,
347947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Electric Power and Lighting,23.80.00.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,電氣裝置,,1,溫度感應器,溫度感應器: 溫度感應器,FL1,9,,,,,溫度感應器,
348058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Electric Power and Lighting,23.80.00.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,電氣裝置,,1,溫度感應器,溫度感應器: 溫度感應器,FL1,10,,,,,溫度感應器,
348289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Electric Power and Lighting,23.80.00.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,電氣裝置,,1,溫度感應器,溫度感應器: 溫度感應器,FL1,11,,,,,溫度感應器,
348469,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Electric Power and Lighting,23.80.00.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,電氣裝置,,1,溫度感應器,溫度感應器: 溫度感應器,FL1,12,,,,,溫度感應器,
349805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shelves,23.40.20.27.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,家具,,1,M_擱架,M_擱架: 0915 x 0254 x 1830mm,FL1,,,,,,0915 x 0254 x 1830mm,
350280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shelves,23.40.20.27.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,家具,,1,M_擱架,M_擱架: 0915 x 0254 x 1830mm,FL1,,,,,,0915 x 0254 x 1830mm,
350349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shelves,23.40.20.27.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,家具,,1,M_擱架,M_擱架: 0915 x 0254 x 1830mm,FL1,,,,,,0915 x 0254 x 1830mm,
351032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Electric Power and Lighting,23.80.00.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,電氣裝置,,1,溫度感應器,溫度感應器: 溫度感應器,FL1,14,,,,,溫度感應器,
356010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Windows,23.30.20.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,窗,,1,族群1,族群1: 族群1,FL1,7,,,,,族群1,33
357312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Windows,23.30.20.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,窗,,1,族群1,族群1: 族群1,FL1,8,,,,,族群1,33
357500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Windows,23.30.20.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,窗,,1,族群1,族群1: 族群1,FL1,9,,,,,族群1,33
357921,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,管,,1,管類型,管類型: 預設,,,,,,,預設,
358062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,管,,1,管類型,管類型: 預設,,,,,,,預設,
358080,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,管,,1,管類型,管類型: 預設,,,,,,,預設,
358100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,管,,1,管類型,管類型: 預設,,,,,,,預設,
358135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,管,,1,管類型,管類型: 預設,,,,,,,預設,
358155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,管,,1,管類型,管類型: 預設,,,,,,,預設,
358188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,風管,,1,矩形風管,矩形風管: 預設,,,,,,,預設,
358204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,風管,,1,矩形風管,矩形風管: 預設,,,,,,,預設,
358249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,風管,,1,矩形風管,矩形風管: 預設,,,,,,,預設,
358265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,風管,,1,矩形風管,矩形風管: 預設,,,,,,,預設,
358279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,風管,,1,矩形風管,矩形風管: 預設,,,,,,,預設,
358295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,風管,,1,矩形風管,矩形風管: 預設,,,,,,,預設,
360423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,風管,,1,矩形風管,矩形風管: 預設,,,,,,,預設,
360439,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,管,,1,管類型,管類型: 預設,,,,,,,預設,
360458,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,管,,1,管類型,管類型: 預設,,,,,,,預設,
370070,33° ~ 97° (H)_ 19° ~ 53° (V)_ 38° ~ 114° (D),F1.4 ~ 2.8,Two-way Audio,G.711_ G.726,P-iris,Security_ Cameras & Accessories,electronics-security,Electronics,electronics,http://www.vivotek.com/,224,91,173,224,244,221,0.00°,0.00°,United States,1,777,97.00°,53.00°,Plastic - Vivotek - White,f = 2.8 ~ 12 mm,30 fps @ 1920x1080,29,Discrete Accessory,3000,173,224,244,224,91,221,Vari-focal_ Remote Focus,Taiwan,VIVOTEK,28 16 33.13,Intrusion Detection Interfaces to Remote Monitoring,0.07 Lux @ F1.4 (Color)_ 0.001 Lux @ F1.4 (B/W)_ 0 Lux with IR illumination on,3 Streams,0,0,23-37 15 11 11,Analog Cameras,Video Surveillance,23.85.30.17.14,Supported_ specification available at www.onvif.org,-30°C ~ 50°C (-22°F ~ 122°F),12 W,DC 12V_ PoE,https://bimobject.com/vivotek/product/vivotek-ib9367ht,Video Surveillance,Bullet Cameras,e0577572-d1ba-4fa5-b229-a0f1d85f7c60,vivotek-ib9367ht,https://www.vivotek.com/website/ib9367-ht/#views:view=jplist-grid-view,http://bimobject.com/vivotek/product/vivotek-ib9367ht,224,91,173,224,244,221,None,None,None,None,None,AG_ AI_ AW_ BB_ BL_ BM_ BQ_ BS_ BZ_ CA_ CR_ CU_ CW_ DM_ DO_ GD_ GL_ GP_ GT_ HN_ HT_ JM_ KN_ KY_ LC_ MF_ MQ_ MS_ MX_ NI_ PA_ PM_ PR_ SV_ SX_ TC_ TT_ US_ VC_ VG_ VI,None,None,0.00°,"1/2.8"" Progressive CMOS",,0.00°,L76261,Cameras,SS-75-40-13,Closed Circuit Television Systems,Pr_60_75_86,Surveillance cameras_ monitors and ancillaries,D5030,Communications & Security,,http://www.vivotek.com/,H.265_ H.264_ MJPEG,1920x1080,WDR Pro,0.01 kN,0,9,資料裝置,Bullet Network Camera,1,Vivotek_IB9367-HT,Vivotek_IB9367-HT: IB9367-HT,FL1,1,IB836B-HF3,,,VIVOTEK INC,IB9367-HT,
370142,33° ~ 97° (H)_ 19° ~ 53° (V)_ 38° ~ 114° (D),F1.4 ~ 2.8,Two-way Audio,G.711_ G.726,P-iris,Security_ Cameras & Accessories,electronics-security,Electronics,electronics,http://www.vivotek.com/,224,91,173,224,244,221,0.00°,0.00°,United States,1,777,97.00°,53.00°,Plastic - Vivotek - White,f = 2.8 ~ 12 mm,30 fps @ 1920x1080,29,Discrete Accessory,3000,173,224,244,224,91,221,Vari-focal_ Remote Focus,Taiwan,VIVOTEK,28 16 33.13,Intrusion Detection Interfaces to Remote Monitoring,0.07 Lux @ F1.4 (Color)_ 0.001 Lux @ F1.4 (B/W)_ 0 Lux with IR illumination on,3 Streams,0,0,23-37 15 11 11,Analog Cameras,Video Surveillance,23.85.30.17.14,Supported_ specification available at www.onvif.org,-30°C ~ 50°C (-22°F ~ 122°F),12 W,DC 12V_ PoE,https://bimobject.com/vivotek/product/vivotek-ib9367ht,Video Surveillance,Bullet Cameras,e0577572-d1ba-4fa5-b229-a0f1d85f7c60,vivotek-ib9367ht,https://www.vivotek.com/website/ib9367-ht/#views:view=jplist-grid-view,http://bimobject.com/vivotek/product/vivotek-ib9367ht,224,91,173,224,244,221,None,None,None,None,None,AG_ AI_ AW_ BB_ BL_ BM_ BQ_ BS_ BZ_ CA_ CR_ CU_ CW_ DM_ DO_ GD_ GL_ GP_ GT_ HN_ HT_ JM_ KN_ KY_ LC_ MF_ MQ_ MS_ MX_ NI_ PA_ PM_ PR_ SV_ SX_ TC_ TT_ US_ VC_ VG_ VI,None,None,0.00°,"1/2.8"" Progressive CMOS",,0.00°,L76261,Cameras,SS-75-40-13,Closed Circuit Television Systems,Pr_60_75_86,Surveillance cameras_ monitors and ancillaries,D5030,Communications & Security,,http://www.vivotek.com/,H.265_ H.264_ MJPEG,1920x1080,WDR Pro,0.01 kN,0,9,資料裝置,Bullet Network Camera,1,Vivotek_IB9367-HT,Vivotek_IB9367-HT: IB9367-HT,FL1,2,IB836B-HF3,,,VIVOTEK INC,IB9367-HT,
370673,33° ~ 97° (H)_ 19° ~ 53° (V)_ 38° ~ 114° (D),F1.4 ~ 2.8,Two-way Audio,G.711_ G.726,P-iris,Security_ Cameras & Accessories,electronics-security,Electronics,electronics,http://www.vivotek.com/,224,91,173,224,244,221,0.00°,0.00°,United States,1,777,97.00°,53.00°,Plastic - Vivotek - White,f = 2.8 ~ 12 mm,30 fps @ 1920x1080,29,Discrete Accessory,3000,173,224,244,224,91,221,Vari-focal_ Remote Focus,Taiwan,VIVOTEK,28 16 33.13,Intrusion Detection Interfaces to Remote Monitoring,0.07 Lux @ F1.4 (Color)_ 0.001 Lux @ F1.4 (B/W)_ 0 Lux with IR illumination on,3 Streams,0,0,23-37 15 11 11,Analog Cameras,Video Surveillance,23.85.30.17.14,Supported_ specification available at www.onvif.org,-30°C ~ 50°C (-22°F ~ 122°F),12 W,DC 12V_ PoE,https://bimobject.com/vivotek/product/vivotek-ib9367ht,Video Surveillance,Bullet Cameras,e0577572-d1ba-4fa5-b229-a0f1d85f7c60,vivotek-ib9367ht,https://www.vivotek.com/website/ib9367-ht/#views:view=jplist-grid-view,http://bimobject.com/vivotek/product/vivotek-ib9367ht,224,91,173,224,244,221,None,None,None,None,None,AG_ AI_ AW_ BB_ BL_ BM_ BQ_ BS_ BZ_ CA_ CR_ CU_ CW_ DM_ DO_ GD_ GL_ GP_ GT_ HN_ HT_ JM_ KN_ KY_ LC_ MF_ MQ_ MS_ MX_ NI_ PA_ PM_ PR_ SV_ SX_ TC_ TT_ US_ VC_ VG_ VI,None,None,0.00°,"1/2.8"" Progressive CMOS",,0.00°,L76261,Cameras,SS-75-40-13,Closed Circuit Television Systems,Pr_60_75_86,Surveillance cameras_ monitors and ancillaries,D5030,Communications & Security,,http://www.vivotek.com/,H.265_ H.264_ MJPEG,1920x1080,WDR Pro,0.01 kN,0,9,資料裝置,Bullet Network Camera,1,Vivotek_IB9367-HT,Vivotek_IB9367-HT: IB9367-HT,FL1,3,IB836B-HF3,,,VIVOTEK INC,IB9367-HT,
371439,33° ~ 97° (H)_ 19° ~ 53° (V)_ 38° ~ 114° (D),F1.4 ~ 2.8,Two-way Audio,G.711_ G.726,P-iris,Security_ Cameras & Accessories,electronics-security,Electronics,electronics,http://www.vivotek.com/,224,91,173,224,244,221,0.00°,0.00°,United States,1,777,97.00°,53.00°,Plastic - Vivotek - White,f = 2.8 ~ 12 mm,30 fps @ 1920x1080,29,Discrete Accessory,3000,173,224,244,224,91,221,Vari-focal_ Remote Focus,Taiwan,VIVOTEK,28 16 33.13,Intrusion Detection Interfaces to Remote Monitoring,0.07 Lux @ F1.4 (Color)_ 0.001 Lux @ F1.4 (B/W)_ 0 Lux with IR illumination on,3 Streams,0,0,23-37 15 11 11,Analog Cameras,Video Surveillance,23.85.30.17.14,Supported_ specification available at www.onvif.org,-30°C ~ 50°C (-22°F ~ 122°F),12 W,DC 12V_ PoE,https://bimobject.com/vivotek/product/vivotek-ib9367ht,Video Surveillance,Bullet Cameras,e0577572-d1ba-4fa5-b229-a0f1d85f7c60,vivotek-ib9367ht,https://www.vivotek.com/website/ib9367-ht/#views:view=jplist-grid-view,http://bimobject.com/vivotek/product/vivotek-ib9367ht,224,91,173,224,244,221,None,None,None,None,None,AG_ AI_ AW_ BB_ BL_ BM_ BQ_ BS_ BZ_ CA_ CR_ CU_ CW_ DM_ DO_ GD_ GL_ GP_ GT_ HN_ HT_ JM_ KN_ KY_ LC_ MF_ MQ_ MS_ MX_ NI_ PA_ PM_ PR_ SV_ SX_ TC_ TT_ US_ VC_ VG_ VI,None,None,0.00°,"1/2.8"" Progressive CMOS",,0.00°,L76261,Cameras,SS-75-40-13,Closed Circuit Television Systems,Pr_60_75_86,Surveillance cameras_ monitors and ancillaries,D5030,Communications & Security,,http://www.vivotek.com/,H.265_ H.264_ MJPEG,1920x1080,WDR Pro,0.01 kN,0,9,資料裝置,Bullet Network Camera,1,Vivotek_IB9367-HT,Vivotek_IB9367-HT: IB9367-HT,FL1,4,IB836B-HF3,,,VIVOTEK INC,IB9367-HT,
